Symbol,TRDATE,Open,High,Low,Close,Volume
HINDUNILVR,16-Jul-98,163.5,170.8,162.9,169.92,4102500
INFY,16-Jul-98,10.1,10.34,10.02,10.3,40780800
RELIANCE,16-Jul-98,23.02,23.43,22.86,23.35,22177570
SBIN,16-Jul-98,20.36,20.85,20.03,20.79,50463644
HDFCBANK,17-Jul-98,6.82,6.82,6.66,6.68,838000
HINDUNILVR,17-Jul-98,170.01,173.0,168.5,170.18,2829500
INFY,17-Jul-98,10.33,10.33,10.1,10.21,19532800
RELIANCE,17-Jul-98,23.36,23.51,22.91,23.11,26383388
SBIN,17-Jul-98,20.83,21.08,20.43,20.52,52870056
HDFCBANK,20-Jul-98,6.55,6.72,6.51,6.7,806000
HINDUNILVR,20-Jul-98,170.0,171.5,167.51,168.27,2356500
INFY,20-Jul-98,10.16,10.16,9.9,9.95,15769600
RELIANCE,20-Jul-98,23.43,23.43,22.47,22.57,20540484
SBIN,20-Jul-98,20.62,20.71,19.93,20.02,32222393
HDFCBANK,21-Jul-98,6.61,6.7,6.53,6.61,853000
HINDUNILVR,21-Jul-98,168.0,171.0,166.01,169.21,2007000
INFY,21-Jul-98,9.92,10.04,9.69,9.74,12800000
RELIANCE,21-Jul-98,22.62,22.8,21.74,21.82,36767541
SBIN,21-Jul-98,20.03,20.18,19.49,19.55,43418754
HDFCBANK,22-Jul-98,6.65,6.74,6.48,6.5,581000
HINDUNILVR,22-Jul-98,169.4,169.4,167.0,167.54,413500
INFY,22-Jul-98,9.85,9.92,9.73,9.87,17459200
RELIANCE,22-Jul-98,22.05,22.26,21.68,21.79,31057776
SBIN,22-Jul-98,19.71,19.98,19.53,19.69,37840181
HDFCBANK,23-Jul-98,6.43,6.49,6.3,6.34,400000
HINDUNILVR,23-Jul-98,166.7,167.5,164.1,164.59,826000
INFY,23-Jul-98,9.84,9.84,9.5,9.58,16281600
RELIANCE,23-Jul-98,21.86,21.89,20.91,21.0,35427755
SBIN,23-Jul-98,19.77,19.79,18.74,18.85,44347192
HDFCBANK,24-Jul-98,6.3,6.3,6.13,6.16,463000
HINDUNILVR,24-Jul-98,163.2,165.88,162.71,164.15,1119500
INFY,24-Jul-98,9.53,9.67,9.41,9.6,16153600
RELIANCE,24-Jul-98,20.96,21.27,20.62,20.73,32542657
SBIN,24-Jul-98,18.87,19.45,18.64,19.13,64750026
HDFCBANK,27-Jul-98,6.1,6.28,6.0,6.04,341000
HINDUNILVR,27-Jul-98,164.2,166.0,162.81,163.62,773500
INFY,27-Jul-98,9.57,9.82,9.57,9.7,13158400
RELIANCE,27-Jul-98,20.89,21.04,20.13,20.23,25411994
SBIN,27-Jul-98,19.24,19.37,18.17,18.37,47258097
HDFCBANK,28-Jul-98,6.0,6.47,5.96,6.24,1111000
HINDUNILVR,28-Jul-98,163.9,165.8,163.32,164.71,652500
INFY,28-Jul-98,9.7,10.48,9.69,10.26,30156800
RELIANCE,28-Jul-98,20.25,20.89,20.2,20.79,33766756
SBIN,28-Jul-98,18.31,19.14,18.31,19.01,52470489
HDFCBANK,29-Jul-98,6.37,6.38,6.2,6.31,847000
HINDUNILVR,29-Jul-98,165.0,174.5,165.0,171.87,3957000
INFY,29-Jul-98,10.25,10.4,10.13,10.26,10060800
RELIANCE,29-Jul-98,20.89,21.64,20.62,21.43,36141920
SBIN,29-Jul-98,19.33,19.58,18.78,19.47,49000507
HDFCBANK,30-Jul-98,6.3,6.68,6.2,6.3,1658000
HINDUNILVR,30-Jul-98,172.0,175.0,170.76,172.07,1822500
INFY,30-Jul-98,10.26,10.28,10.06,10.21,9548800
RELIANCE,30-Jul-98,21.49,21.74,20.97,21.13,22073192
SBIN,30-Jul-98,19.53,19.7,19.21,19.4,44115612
HDFCBANK,31-Jul-98,6.26,6.45,6.26,6.38,484000
HINDUNILVR,31-Jul-98,172.1,174.1,168.5,170.09,3421000
INFY,31-Jul-98,10.31,10.31,10.07,10.18,7372800
RELIANCE,31-Jul-98,21.19,21.43,20.97,21.04,15117031
SBIN,31-Jul-98,19.51,20.05,19.51,19.8,48957583
HDFCBANK,03-Aug-98,6.3,6.3,6.1,6.11,710000
HINDUNILVR,03-Aug-98,170.0,170.0,165.01,166.92,1841500
INFY,03-Aug-98,10.08,10.31,9.96,10.2,23833600
RELIANCE,03-Aug-98,20.9,20.9,20.4,20.49,14363118
SBIN,03-Aug-98,19.63,19.63,18.61,19.11,35140718
HDFCBANK,04-Aug-98,6.2,6.2,5.95,5.97,745000
HINDUNILVR,04-Aug-98,167.0,167.77,165.51,166.67,1264500
INFY,04-Aug-98,10.18,10.27,10.06,10.16,9625600
RELIANCE,04-Aug-98,20.45,20.81,20.45,20.62,20521741
SBIN,04-Aug-98,18.99,19.33,18.99,19.17,23909381
HDFCBANK,05-Aug-98,5.97,6.44,5.83,6.32,2671000
HINDUNILVR,05-Aug-98,163.5,166.0,163.2,165.68,650000
INFY,05-Aug-98,9.92,10.19,9.88,10.16,13132800
RELIANCE,05-Aug-98,20.42,20.65,20.13,20.48,27919328
SBIN,05-Aug-98,18.96,19.46,18.71,19.27,37136964
HDFCBANK,06-Aug-98,6.4,6.4,6.05,6.11,521000
HINDUNILVR,06-Aug-98,165.89,166.59,164.2,164.85,733000
INFY,06-Aug-98,10.21,10.31,10.08,10.19,15078400
RELIANCE,06-Aug-98,20.66,20.69,20.08,20.16,32125145
SBIN,06-Aug-98,19.39,19.57,18.96,19.08,34762878
HDFCBANK,07-Aug-98,6.05,6.15,6.01,6.05,624000
HINDUNILVR,07-Aug-98,164.99,165.38,163.01,164.46,762500
INFY,07-Aug-98,10.27,10.89,10.25,10.7,57318400
RELIANCE,07-Aug-98,20.27,20.31,20.06,20.15,29513434
SBIN,07-Aug-98,19.06,19.23,18.85,19.01,34896420
HDFCBANK,10-Aug-98,6.1,6.1,5.97,6.01,768000
HINDUNILVR,10-Aug-98,163.63,163.9,161.5,161.84,711000
INFY,10-Aug-98,10.72,10.88,10.67,10.74,32000000
RELIANCE,10-Aug-98,20.08,20.08,19.57,19.6,26473870
SBIN,10-Aug-98,18.82,18.92,18.57,18.66,26341230
HDFCBANK,11-Aug-98,6.0,6.4,5.91,6.33,3635000
HINDUNILVR,11-Aug-98,161.5,164.37,160.7,162.9,905000
INFY,11-Aug-98,10.72,10.78,10.64,10.69,19276800
RELIANCE,11-Aug-98,19.58,19.58,19.12,19.22,39884338
SBIN,11-Aug-98,18.65,18.72,18.33,18.43,25633773
HDFCBANK,12-Aug-98,6.21,6.35,5.99,6.31,2864000
HINDUNILVR,12-Aug-98,160.26,162.1,160.26,161.48,438000
INFY,12-Aug-98,10.55,10.59,10.06,10.2,51916800
RELIANCE,12-Aug-98,18.88,19.16,18.58,18.88,32270887
SBIN,12-Aug-98,18.13,18.32,17.79,17.95,40390204
HDFCBANK,13-Aug-98,6.24,6.28,6.12,6.18,1251000
HINDUNILVR,13-Aug-98,160.9,163.8,160.3,162.6,631500
INFY,13-Aug-98,10.2,10.37,9.98,10.2,36019200
RELIANCE,13-Aug-98,18.88,19.26,18.7,19.03,26554012
SBIN,13-Aug-98,17.92,18.59,17.8,18.38,41312282
HDFCBANK,14-Aug-98,6.2,6.22,6.05,6.09,693000
HINDUNILVR,14-Aug-98,162.5,163.0,161.5,162.09,714500
INFY,14-Aug-98,10.19,10.25,10.04,10.18,36198400
RELIANCE,14-Aug-98,19.03,19.12,18.57,18.64,34926547
SBIN,14-Aug-98,18.4,18.47,18.07,18.11,26502859
HDFCBANK,17-Aug-98,6.14,6.15,6.06,6.09,373000
HINDUNILVR,17-Aug-98,161.9,163.1,161.0,161.76,469500
INFY,17-Aug-98,10.16,10.19,9.82,9.87,31590400
RELIANCE,17-Aug-98,18.86,19.03,18.47,18.55,26602162
SBIN,17-Aug-98,18.21,18.38,17.85,17.9,24503963
HDFCBANK,18-Aug-98,6.09,6.25,5.9,6.2,2602000
HINDUNILVR,18-Aug-98,161.16,161.3,155.2,155.8,1069500
INFY,18-Aug-98,9.86,9.86,9.63,9.72,36684800
RELIANCE,18-Aug-98,18.53,18.54,17.65,17.71,48742893
SBIN,18-Aug-98,17.97,17.97,17.18,17.27,49391595
HDFCBANK,19-Aug-98,6.15,6.35,6.05,6.29,2859000
HINDUNILVR,19-Aug-98,158.9,159.9,155.9,157.26,1735500
INFY,19-Aug-98,9.84,10.14,9.8,9.9,25984000
RELIANCE,19-Aug-98,17.78,18.1,16.33,16.94,96948385
SBIN,19-Aug-98,17.36,17.93,16.9,17.22,53822870
HDFCBANK,20-Aug-98,6.34,6.34,6.15,6.2,953000
HINDUNILVR,20-Aug-98,158.0,160.9,157.37,160.49,1270500
INFY,20-Aug-98,9.96,10.22,9.96,10.18,22860800
RELIANCE,20-Aug-98,17.14,18.3,16.94,18.3,72410839
SBIN,20-Aug-98,17.45,18.21,17.2,18.1,59798890
HDFCBANK,21-Aug-98,6.11,6.25,6.05,6.1,1202000
HINDUNILVR,21-Aug-98,160.3,160.8,159.0,159.62,887500
INFY,21-Aug-98,10.16,10.16,10.02,10.06,11520000
RELIANCE,21-Aug-98,18.3,18.98,17.8,17.95,95917532
SBIN,21-Aug-98,18.02,18.12,17.23,17.35,63054250
HDFCBANK,24-Aug-98,6.01,6.09,5.97,5.99,1834000
HINDUNILVR,24-Aug-98,159.6,161.79,159.0,161.46,1136000
INFY,24-Aug-98,10.1,10.19,10.02,10.16,10316800
RELIANCE,24-Aug-98,17.91,18.32,17.05,17.7,39605782
SBIN,24-Aug-98,17.27,17.45,16.96,17.39,41142705
HDFCBANK,25-Aug-98,6.0,6.03,5.95,5.99,2250000
HINDUNILVR,25-Aug-98,161.7,162.65,161.5,162.21,731500
INFY,25-Aug-98,10.19,10.51,10.17,10.42,18380800
RELIANCE,25-Aug-98,17.79,18.18,17.69,17.86,51307747
SBIN,25-Aug-98,17.48,17.72,17.42,17.63,32949987
HDFCBANK,26-Aug-98,5.99,5.99,5.99,5.99,0
HINDUNILVR,26-Aug-98,162.21,162.21,162.21,162.21,0
INFY,26-Aug-98,10.42,10.42,10.42,10.42,0
RELIANCE,26-Aug-98,17.86,17.86,17.86,17.86,0
SBIN,26-Aug-98,17.63,17.63,17.63,17.63,0
HDFCBANK,27-Aug-98,6.07,6.38,6.0,6.05,4906000
HINDUNILVR,27-Aug-98,162.5,163.2,161.05,161.98,970500
INFY,27-Aug-98,10.43,10.52,10.32,10.36,8678400
RELIANCE,27-Aug-98,18.09,18.23,17.49,17.59,47515563
SBIN,27-Aug-98,17.88,18.12,17.55,17.71,44093885
HDFCBANK,28-Aug-98,6.03,6.03,5.57,5.63,2468000
HINDUNILVR,28-Aug-98,161.01,161.01,159.05,160.12,1319500
INFY,28-Aug-98,10.28,10.28,9.96,10.04,14592000
RELIANCE,28-Aug-98,17.49,17.49,16.6,16.68,56811665
SBIN,28-Aug-98,17.51,17.51,16.98,17.08,41041488
HDFCBANK,31-Aug-98,5.66,5.82,5.59,5.78,1095000
HINDUNILVR,31-Aug-98,160.8,162.4,159.6,161.55,843500
INFY,31-Aug-98,10.0,10.06,9.85,10.02,8678400
RELIANCE,31-Aug-98,16.71,16.93,16.37,16.57,30541380
SBIN,31-Aug-98,17.11,17.4,17.06,17.24,27554240
HDFCBANK,01-Sep-98,5.66,5.74,5.61,5.69,1218000
HINDUNILVR,01-Sep-98,160.5,160.6,158.5,160.12,1468500
INFY,01-Sep-98,9.85,9.85,9.45,9.53,20992000
RELIANCE,01-Sep-98,16.54,16.54,15.78,15.94,46650809
SBIN,01-Sep-98,17.2,17.2,16.61,16.8,31287067
HDFCBANK,02-Sep-98,5.85,5.88,5.7,5.75,737000
HINDUNILVR,02-Sep-98,161.46,161.7,160.6,161.22,521500
INFY,02-Sep-98,9.8,9.88,9.63,9.67,13568000
RELIANCE,02-Sep-98,16.4,16.45,16.09,16.24,29187051
SBIN,02-Sep-98,17.08,17.25,17.01,17.16,20362030
HDFCBANK,03-Sep-98,5.82,5.88,5.74,5.84,861000
HINDUNILVR,03-Sep-98,161.25,162.15,160.6,161.65,754000
INFY,03-Sep-98,9.72,9.78,9.52,9.62,15027200
RELIANCE,03-Sep-98,16.17,16.93,16.12,16.44,56199939
SBIN,03-Sep-98,17.14,17.45,17.03,17.18,31386694
HDFCBANK,04-Sep-98,5.89,5.89,5.74,5.82,475000
HINDUNILVR,04-Sep-98,162.1,163.2,161.46,162.89,815500
INFY,04-Sep-98,9.69,9.76,9.42,9.54,23168000
RELIANCE,04-Sep-98,16.55,17.75,16.55,17.75,94956156
SBIN,04-Sep-98,17.27,17.87,17.27,17.77,43341914
HDFCBANK,07-Sep-98,5.85,6.29,5.85,6.29,2770000
HINDUNILVR,07-Sep-98,163.4,164.4,162.99,163.36,877000
INFY,07-Sep-98,9.63,9.69,9.57,9.67,7910400
RELIANCE,07-Sep-98,18.09,18.39,17.83,18.13,71706045
SBIN,07-Sep-98,17.92,19.13,17.92,19.02,79716839
HDFCBANK,08-Sep-98,6.4,6.55,6.26,6.43,3138000
HINDUNILVR,08-Sep-98,163.3,167.39,163.2,166.85,1863500
INFY,08-Sep-98,9.62,9.67,9.5,9.63,15436800
RELIANCE,08-Sep-98,18.21,18.21,17.7,18.06,45705914
SBIN,08-Sep-98,19.06,19.34,18.73,19.21,42518403
HDFCBANK,09-Sep-98,6.6,6.7,6.4,6.43,1871000
HINDUNILVR,09-Sep-98,167.5,168.27,165.7,166.51,1004000
INFY,09-Sep-98,9.69,9.86,9.53,9.59,17075200
RELIANCE,09-Sep-98,18.4,18.83,18.1,18.26,76517449
SBIN,09-Sep-98,19.53,19.72,19.04,19.15,45372606
HDFCBANK,10-Sep-98,6.36,6.55,6.35,6.49,1250000
HINDUNILVR,10-Sep-98,166.1,170.4,165.7,168.74,2432500
INFY,10-Sep-98,9.49,9.56,9.31,9.43,19814400
RELIANCE,10-Sep-98,18.19,18.78,17.99,18.52,88129255
SBIN,10-Sep-98,19.09,19.48,18.99,19.25,50659188
HDFCBANK,11-Sep-98,6.41,6.45,6.32,6.38,625000
HINDUNILVR,11-Sep-98,168.2,170.4,167.2,168.04,1773500
INFY,11-Sep-98,9.38,9.39,9.0,9.06,39270400
RELIANCE,11-Sep-98,18.41,18.41,18.0,18.2,54573194
SBIN,11-Sep-98,19.17,19.17,18.64,18.76,37386561
HDFCBANK,14-Sep-98,6.55,6.82,6.45,6.8,3045000
HINDUNILVR,14-Sep-98,169.0,170.5,167.95,169.37,1935000
INFY,14-Sep-98,9.12,9.22,8.99,9.16,16256000
RELIANCE,14-Sep-98,18.3,19.11,18.3,19.01,81112988
SBIN,14-Sep-98,18.87,19.53,18.87,19.43,41972575
HDFCBANK,15-Sep-98,6.78,6.8,6.66,6.72,1358000
HINDUNILVR,15-Sep-98,169.0,170.89,167.4,170.1,2398500
INFY,15-Sep-98,9.12,9.24,9.03,9.1,21990400
RELIANCE,15-Sep-98,18.95,18.95,18.58,18.67,57282174
SBIN,15-Sep-98,19.39,19.39,19.07,19.13,34707765
HDFCBANK,16-Sep-98,6.8,6.8,6.61,6.64,665000
HINDUNILVR,16-Sep-98,170.0,170.0,165.0,168.87,890500
INFY,16-Sep-98,9.18,9.26,9.06,9.09,12032000
RELIANCE,16-Sep-98,18.95,18.98,18.46,18.54,39448730
SBIN,16-Sep-98,19.34,19.86,18.93,18.98,37800436
HDFCBANK,17-Sep-98,6.63,6.67,6.56,6.64,545000
HINDUNILVR,17-Sep-98,169.0,169.5,167.5,167.66,423500
INFY,17-Sep-98,9.08,9.17,9.03,9.06,6348800
RELIANCE,17-Sep-98,18.52,18.94,18.43,18.61,59074696
SBIN,17-Sep-98,18.96,19.09,18.65,18.71,39034113
HDFCBANK,18-Sep-98,6.61,6.78,6.55,6.74,1061000
HINDUNILVR,18-Sep-98,167.2,167.4,163.9,164.59,1287500
INFY,18-Sep-98,9.02,9.16,8.95,9.1,12185600
RELIANCE,18-Sep-98,18.57,18.68,18.34,18.56,35895355
SBIN,18-Sep-98,18.65,18.65,18.41,18.55,28723265
HDFCBANK,21-Sep-98,6.79,7.28,6.79,7.15,2671000
HINDUNILVR,21-Sep-98,165.25,165.3,163.68,163.96,259500
INFY,21-Sep-98,9.17,9.21,9.07,9.09,8166400
RELIANCE,21-Sep-98,18.71,19.3,18.71,18.96,63995648
SBIN,21-Sep-98,18.68,18.87,18.33,18.43,23782728
HDFCBANK,22-Sep-98,7.2,7.2,6.82,6.86,1382000
HINDUNILVR,22-Sep-98,164.0,167.2,163.6,166.18,950000
INFY,22-Sep-98,9.13,9.17,9.02,9.05,11289600
RELIANCE,22-Sep-98,19.01,19.1,18.57,18.73,58400278
SBIN,22-Sep-98,18.32,18.44,18.08,18.16,38811543
HDFCBANK,23-Sep-98,6.99,7.05,6.91,6.99,892000
HINDUNILVR,23-Sep-98,167.0,167.0,166.08,166.23,305000
INFY,23-Sep-98,9.18,9.59,9.17,9.53,23040000
RELIANCE,23-Sep-98,18.95,19.22,18.87,19.02,39147553
SBIN,23-Sep-98,18.35,18.82,18.35,18.67,34214400
HDFCBANK,24-Sep-98,7.06,7.06,6.86,6.91,491000
HINDUNILVR,24-Sep-98,167.1,173.0,167.1,170.97,1865000
INFY,24-Sep-98,9.59,9.68,9.56,9.6,9267200
RELIANCE,24-Sep-98,19.17,19.53,19.17,19.45,50750311
SBIN,24-Sep-98,18.84,19.71,18.84,19.6,67964582
HDFCBANK,25-Sep-98,6.95,6.95,6.8,6.84,372000
HINDUNILVR,25-Sep-98,171.0,171.5,169.1,169.41,836000
INFY,25-Sep-98,9.57,9.95,9.52,9.81,20582400
RELIANCE,25-Sep-98,19.39,19.84,19.39,19.59,57507087
SBIN,25-Sep-98,19.77,20.14,19.64,19.93,70284615
HDFCBANK,28-Sep-98,6.78,6.85,6.49,6.56,561000
HINDUNILVR,28-Sep-98,170.0,170.0,167.7,168.01,340500
INFY,28-Sep-98,9.84,10.06,9.8,9.89,17280000
RELIANCE,28-Sep-98,19.7,19.78,19.34,19.39,36591100
SBIN,28-Sep-98,20.02,20.1,19.49,19.56,48698447
HDFCBANK,29-Sep-98,6.61,6.61,6.26,6.33,1165000
HINDUNILVR,29-Sep-98,167.8,169.2,164.0,165.77,681000
INFY,29-Sep-98,9.94,10.08,9.77,9.88,16384000
RELIANCE,29-Sep-98,19.41,19.63,18.5,18.68,55757544
SBIN,29-Sep-98,19.71,19.81,19.01,19.12,41334540
HDFCBANK,30-Sep-98,6.45,6.5,6.3,6.49,349000
HINDUNILVR,30-Sep-98,166.49,169.8,165.87,168.57,450000
INFY,30-Sep-98,9.77,9.96,9.65,9.87,16153600
RELIANCE,30-Sep-98,18.64,18.75,18.37,18.45,51684865
SBIN,30-Sep-98,19.15,19.15,18.75,18.96,42280994
HDFCBANK,01-Oct-98,6.49,6.49,6.49,6.49,0
HINDUNILVR,01-Oct-98,168.57,168.57,168.57,168.57,0
INFY,01-Oct-98,9.87,9.87,9.87,9.87,0
RELIANCE,01-Oct-98,18.45,18.45,18.45,18.45,0
SBIN,01-Oct-98,18.96,18.96,18.96,18.96,0
HDFCBANK,02-Oct-98,6.49,6.49,6.49,6.49,0
HINDUNILVR,02-Oct-98,168.57,168.57,168.57,168.57,0
INFY,02-Oct-98,9.87,9.87,9.87,9.87,0
RELIANCE,02-Oct-98,18.45,18.45,18.45,18.45,0
SBIN,02-Oct-98,18.96,18.96,18.96,18.96,0
HDFCBANK,05-Oct-98,6.14,6.24,6.06,6.11,647000
HINDUNILVR,05-Oct-98,167.02,167.02,155.09,156.87,2743500
INFY,05-Oct-98,9.47,9.57,9.08,9.08,16281600
RELIANCE,05-Oct-98,18.34,18.34,16.98,16.98,38269873
SBIN,05-Oct-98,18.88,18.88,17.45,17.45,36862990
HDFCBANK,06-Oct-98,6.05,6.2,6.01,6.16,583000
HINDUNILVR,06-Oct-98,154.0,166.7,154.0,165.24,1816000
INFY,06-Oct-98,8.89,8.94,8.36,8.87,24755200
RELIANCE,06-Oct-98,16.71,17.14,16.41,16.92,49407293
SBIN,06-Oct-98,17.13,17.31,16.1,16.5,60932941
HDFCBANK,07-Oct-98,6.3,6.39,6.3,6.32,580000
HINDUNILVR,07-Oct-98,162.8,171.0,162.8,170.32,1443000
INFY,07-Oct-98,9.0,9.56,9.0,9.52,28595200
RELIANCE,07-Oct-98,17.17,17.79,17.17,17.72,46157680
SBIN,07-Oct-98,16.75,17.09,16.5,17.04,72477996
HDFCBANK,08-Oct-98,6.32,6.38,6.17,6.2,157000
HINDUNILVR,08-Oct-98,170.59,172.0,168.0,168.98,1071500
INFY,08-Oct-98,9.57,9.63,8.89,9.0,29107200
RELIANCE,08-Oct-98,17.87,17.99,16.71,16.8,76594359
SBIN,08-Oct-98,17.08,17.17,15.69,15.79,89400250
HDFCBANK,09-Oct-98,6.29,6.29,6.11,6.2,268000
HINDUNILVR,09-Oct-98,168.5,171.8,167.8,170.0,1732500
INFY,09-Oct-98,9.02,9.18,8.91,9.1,23270400
RELIANCE,09-Oct-98,16.87,17.62,16.75,17.1,78273455
SBIN,09-Oct-98,15.69,16.19,15.64,15.77,76921459
HDFCBANK,12-Oct-98,6.15,6.18,5.82,5.85,514000
HINDUNILVR,12-Oct-98,171.0,171.9,167.81,168.59,1081500
INFY,12-Oct-98,9.25,9.37,8.92,9.02,37913600
RELIANCE,12-Oct-98,17.25,17.5,16.43,16.59,48144739
SBIN,12-Oct-98,15.99,16.28,15.01,15.2,73581310
HDFCBANK,13-Oct-98,5.7,5.9,5.7,5.72,589000
HINDUNILVR,13-Oct-98,168.0,170.9,167.62,169.14,1125500
INFY,13-Oct-98,8.95,9.01,8.48,8.55,41241600
RELIANCE,13-Oct-98,16.46,16.46,15.91,16.01,62513352
SBIN,13-Oct-98,15.11,15.38,14.35,14.52,95105477
HDFCBANK,14-Oct-98,5.95,6.0,5.75,5.92,1491000
HINDUNILVR,14-Oct-98,168.5,169.0,164.52,168.07,803000
INFY,14-Oct-98,8.71,9.21,8.63,9.18,66483200
RELIANCE,14-Oct-98,16.34,17.1,16.2,16.97,57160346
SBIN,14-Oct-98,15.0,15.69,14.73,15.66,73220428
HDFCBANK,15-Oct-98,5.94,5.94,5.66,5.7,805000
HINDUNILVR,15-Oct-98,168.79,169.7,166.5,168.66,628000
INFY,15-Oct-98,9.23,9.3,9.0,9.12,34892800
RELIANCE,15-Oct-98,16.73,16.85,16.37,16.46,38702896
SBIN,15-Oct-98,15.69,15.69,15.0,15.15,71577115
HDFCBANK,16-Oct-98,5.78,5.8,5.51,5.61,849000
HINDUNILVR,16-Oct-98,169.5,171.39,169.16,170.6,1578000
INFY,16-Oct-98,9.23,9.34,8.95,9.03,29004800
RELIANCE,16-Oct-98,16.57,16.86,16.35,16.58,36804380
SBIN,16-Oct-98,15.28,15.43,14.74,15.06,65340898
HDFCBANK,19-Oct-98,5.7,5.7,5.55,5.58,218000
HINDUNILVR,19-Oct-98,170.8,171.5,170.12,170.86,431500
INFY,19-Oct-98,9.11,9.11,8.91,8.95,11724800
RELIANCE,19-Oct-98,16.66,16.66,16.28,16.32,13743637
SBIN,19-Oct-98,15.07,15.1,14.73,14.81,16583099
HDFCBANK,20-Oct-98,5.53,5.53,5.14,5.14,801000
HINDUNILVR,20-Oct-98,170.91,171.0,164.0,166.1,1750500
INFY,20-Oct-98,8.98,8.98,8.59,8.85,29721600
RELIANCE,20-Oct-98,16.34,16.34,15.41,15.67,50698606
SBIN,20-Oct-98,14.77,14.82,14.13,14.34,55122788
HDFCBANK,21-Oct-98,5.14,5.14,5.14,5.14,0
HINDUNILVR,21-Oct-98,166.1,166.1,166.1,166.1,0
INFY,21-Oct-98,8.85,8.85,8.85,8.85,0
RELIANCE,21-Oct-98,15.67,15.67,15.67,15.67,0
SBIN,21-Oct-98,14.34,14.34,14.34,14.34,0
HDFCBANK,22-Oct-98,5.4,5.55,5.22,5.38,1463000
HINDUNILVR,22-Oct-98,168.0,168.4,158.5,159.75,3174000
INFY,22-Oct-98,8.98,9.18,8.91,9.12,19942400
RELIANCE,22-Oct-98,15.87,16.59,15.87,16.4,48566129
SBIN,22-Oct-98,14.84,14.84,14.25,14.44,49740289
HDFCBANK,23-Oct-98,5.38,5.47,5.2,5.36,576000
HINDUNILVR,23-Oct-98,159.5,160.79,157.7,159.9,1920000
INFY,23-Oct-98,9.07,9.33,9.02,9.25,25344000
RELIANCE,23-Oct-98,16.49,16.68,16.22,16.51,67997880
SBIN,23-Oct-98,14.27,14.93,14.21,14.67,75823974
HDFCBANK,26-Oct-98,5.5,5.78,5.45,5.52,1004000
HINDUNILVR,26-Oct-98,160.5,163.5,158.05,158.76,1816500
INFY,26-Oct-98,9.37,9.56,9.32,9.4,15718400
RELIANCE,26-Oct-98,16.69,17.83,16.69,17.83,45053794
SBIN,26-Oct-98,14.78,15.66,14.78,15.5,73332243
HDFCBANK,27-Oct-98,5.41,5.52,5.24,5.28,631000
HINDUNILVR,27-Oct-98,158.0,161.6,157.01,160.02,3148000
INFY,27-Oct-98,9.38,9.61,9.29,9.53,21452800
RELIANCE,27-Oct-98,18.1,18.23,17.59,17.84,52781318
SBIN,27-Oct-98,15.59,15.66,15.12,15.35,53245776
HDFCBANK,28-Oct-98,5.4,5.45,5.2,5.22,807000
HINDUNILVR,28-Oct-98,164.8,164.8,160.4,160.88,1338500
INFY,28-Oct-98,9.67,9.67,9.32,9.34,9369600
RELIANCE,28-Oct-98,18.27,18.27,17.52,17.63,42718701
SBIN,28-Oct-98,15.64,15.73,14.88,15.01,60238202
HDFCBANK,29-Oct-98,5.19,5.38,5.06,5.34,468000
HINDUNILVR,29-Oct-98,160.4,162.0,158.55,161.6,704000
INFY,29-Oct-98,9.24,9.55,9.24,9.52,13644800
RELIANCE,29-Oct-98,17.45,17.58,17.21,17.49,38848961
SBIN,29-Oct-98,14.91,15.17,14.63,15.01,58388747
HDFCBANK,30-Oct-98,5.39,5.39,5.3,5.32,1194000
HINDUNILVR,30-Oct-98,162.18,162.18,160.02,160.89,442000
INFY,30-Oct-98,9.55,9.65,9.49,9.53,13977600
RELIANCE,30-Oct-98,17.41,17.68,17.02,17.13,47214386
SBIN,30-Oct-98,15.17,15.4,14.73,14.81,83748017
HDFCBANK,02-Nov-98,5.28,5.29,5.16,5.18,229000
HINDUNILVR,02-Nov-98,161.98,162.48,159.6,161.73,832500
INFY,02-Nov-98,9.61,9.62,9.42,9.55,15385600
RELIANCE,02-Nov-98,17.04,17.27,16.73,17.1,47360127
SBIN,02-Nov-98,14.62,14.7,14.08,14.27,72660292
HDFCBANK,03-Nov-98,5.24,5.24,4.82,4.9,969000
HINDUNILVR,03-Nov-98,162.2,166.3,162.2,165.54,1914000
INFY,03-Nov-98,9.52,9.65,9.47,9.57,9548800
RELIANCE,03-Nov-98,17.1,17.1,16.76,16.81,45761173
SBIN,03-Nov-98,14.24,14.29,14.08,14.19,74371965
HDFCBANK,04-Nov-98,4.9,4.9,4.9,4.9,0
HINDUNILVR,04-Nov-98,165.54,165.54,165.54,165.54,0
INFY,04-Nov-98,9.57,9.57,9.57,9.57,0
RELIANCE,04-Nov-98,16.81,16.81,16.81,16.81,0
SBIN,04-Nov-98,14.19,14.19,14.19,14.19,0
HDFCBANK,05-Nov-98,5.0,5.0,4.8,4.99,533000
HINDUNILVR,05-Nov-98,166.3,166.48,163.21,164.59,505000
INFY,05-Nov-98,9.68,9.68,9.48,9.56,11929600
RELIANCE,05-Nov-98,17.02,17.26,16.92,17.21,45298743
SBIN,05-Nov-98,14.22,14.46,14.17,14.39,56751263
HDFCBANK,06-Nov-98,4.91,5.12,4.91,5.0,786000
HINDUNILVR,06-Nov-98,165.0,165.1,163.25,164.33,488000
INFY,06-Nov-98,9.54,9.55,9.44,9.46,8166400
